Order ID,Origin Port,Carrier,Service Level,Customer,Product ID,Plant Code,Destination Port,Unit quantity,Weight,Maximum delivery time
1285,9,,0,37,1253,16,1,3927,619.88,4
2136,9,,0,37,1253,16,1,3845,676.88,4
5693,4,,0,8,1366,3,1,1529,3.00825142725,4
5659,4,,0,8,1350,3,1,1495,2.653359698893519,4
8350,4,,0,8,1350,3,1,899,1.3266798494467595,4
5661,4,,0,8,1350,3,1,1437,2.653359698893519,4
2097,4,,0,8,1414,3,1,1914,5.94,4
2096,4,,0,8,1414,3,1,1956,5.94,4
2095,4,,0,8,1414,3,1,1964,5.94,4
8763,4,,0,8,1414,3,1,1961,5.94,0
5662,4,,0,8,1414,3,1,3624,11.82,4
1727,4,,0,8,1403,3,1,4802,8.892328133604314,4
6137,4,,0,8,1403,3,1,4871,8.892328133604314,0
5968,4,,0,8,1403,3,1,1768,2.964109377868105,4
6134,4,,0,8,1404,3,1,10054,8.931931144366747,0
5671,4,,0,8,1404,3,1,14988,13.39789671655012,4
5698,4,,0,8,1404,3,1,10079,8.931931144366747,4
8523,4,,0,8,1402,3,1,12802,10.895465198828123,4
5658,4,,0,8,1402,3,1,5308,4.358186079531249,4
5692,4,,0,8,1402,3,1,10309,8.716372159062498,4
6153,4,,0,8,1402,3,1,10235,8.716372159062498,0
8521,4,,0,8,1402,3,1,10295,8.716372159062498,4
6146,4,,0,8,1448,3,1,1910,5.92,0
9050,4,,0,8,1524,3,1,2840,5.76,0
7965,4,,0,8,1447,3,1,12737,9.30225411425535,0
4461,4,,0,8,1447,3,1,42789,28.62766398846819,4
7968,4,,0,8,1447,3,1,7821,5.58135246855321,0
4463,4,,0,8,1447,3,1,20304,13.88360658280856,4
1726,4,,0,8,1447,3,1,15243,11.16270493710642,4
7961,4,,0,8,1447,3,1,10279,7.44180329140428,4
6869,4,,0,8,1359,3,1,1156,6.446666666666666,0
8973,4,,0,8,1359,3,1,1233,6.44,0
5909,4,,0,8,1359,3,1,1196,6.4,0
6126,4,,0,8,1360,3,1,19176,51.97976608393829,0
4462,4,,0,8,1360,3,1,5648,16.70850459541094,4
1731,4,,0,8,1358,3,1,3905,9.471312,4
1732,4,,0,8,1450,3,1,6662,13.331346388291161,4
8910,4,,0,8,1450,3,1,13116,30.662692776582322,0
5663,4,,0,8,1450,3,1,1847,3.5828365970727902,4
8666,4,,0,8,1450,3,1,6694,13.331346388291161,4
8336,4,,0,8,1450,3,1,3505,7.1656731941455805,0
8338,4,,0,8,1450,3,1,6652,14.331346388291161,0
8337,4,,0,8,1450,3,1,5125,10.748509791218371,0
6154,4,,0,8,1451,3,1,5966,8.199930522749009,0
7966,4,,0,8,1451,3,1,4060,5.466620348499339,0
8522,4,,0,8,1451,3,1,11655,17.399861045498017,4
7139,4,,0,8,1451,3,1,6010,8.199930522749009,0
7967,4,,0,8,1451,3,1,7920,11.933240696998679,0
1746,4,,0,8,1374,3,1,6005,5.897706800459018,4
1750,4,,0,8,1374,3,1,2249,1.9659022668196726,4
6147,4,,0,8,1455,3,1,12243,118.74,0
8778,4,,0,8,1455,3,1,3864,33.86,0
6142,4,,0,8,1365,3,1,8665,45.193284719732084,0
5681,4,,0,8,1365,3,1,858,3.1566631942665775,4
5695,4,,0,8,1365,3,1,2677,13.62665277706631,4
8772,4,,0,8,1365,3,1,854,3.1566631942665775,0
1753,4,,0,8,1364,3,1,926,2.697477693159763,4
8775,4,,0,8,1419,3,1,10531,39.18065153998411,0
6349,4,,0,8,1421,3,1,12240,46.2910961650617,0
1740,4,,0,8,1421,3,1,840,2.114554808253085,4
8354,4,,0,8,1421,3,1,9288,34.71832212379628,4
6346,4,,0,8,1421,3,1,844,2.114554808253085,4
6347,4,,0,8,1421,3,1,15926,56.97842501458021,4
4490,4,,0,8,1347,3,1,1445,3.9870057233421057,4
1752,4,,0,8,1347,3,1,3291,9.967514308355264,4
8792,4,,0,8,1347,3,1,3250,9.967514308355264,0
3847,4,,0,8,1378,3,1,4500,12.791974839660886,4
6791,4,,0,8,1378,3,1,5049,15.762256959612442,0
4062,4,,0,8,1378,3,1,2682,7.881128479806221,4
6790,4,,0,8,1378,3,1,5088,15.762256959612442,4
1735,4,,0,8,1380,3,1,14093,48.30336531733605,4
8776,4,,0,8,1380,3,1,890,1.926233274666785,0
8770,4,,0,8,1381,3,1,5092,13.154860516053335,0
7399,4,,0,8,1381,3,1,2708,7.077430258026667,4
8777,4,,0,8,1381,3,1,7494,23.232290774080003,0
5967,4,,0,8,1381,3,1,2704,7.077430258026667,4
6789,4,,0,8,1381,3,1,9853,29.30972103210667,4
6544,4,,0,8,1381,3,1,12895,39.15650885464,4
1748,4,,0,8,1381,3,1,5075,15.154860516053335,4
6340,4,,0,8,1381,3,1,897,1.7693575645066668,4
6339,4,,0,8,1381,3,1,2700,7.077430258026667,4
6152,4,,0,8,1379,3,1,10274,22.58849844200639,0
8520,4,,0,8,1379,3,1,10333,21.58849844200639,4
8788,4,,0,8,1379,3,1,7282,16.511948909404474,0
6138,4,,0,8,1379,3,1,4314,9.435399376802557,0
1728,4,,0,8,1379,3,1,5323,12.794249221003195,4
6139,4,,0,8,1379,3,1,3318,7.076549532601917,0
6400,4,,0,8,1376,3,1,3324,5.338981994958335,0
8129,4,,0,8,1376,3,1,12256,23.35592797983334,0
5697,4,,0,8,1398,3,1,678,1.7408589019380563,4
8353,4,,0,8,1398,3,1,703,1.7408589019380563,4
1737,4,,0,8,1398,3,1,680,1.7408589019380563,4
4085,4,,0,8,1401,3,1,1141,3.0459392853143874,4
8346,4,,0,8,1401,3,1,1530,4.568908927971581,4
5963,4,,0,8,1401,3,1,1107,3.0459392853143874,4
1744,4,,0,8,1401,3,1,1089,3.0459392853143874,4
8351,4,,0,8,1401,3,1,1081,3.0459392853143874,4
1745,4,,0,8,1399,3,1,1144,2.910980721120423,4
3818,4,,0,8,1399,3,1,1094,2.910980721120423,4
8352,4,,0,8,1399,3,1,1137,2.910980721120423,4
8347,4,,0,8,1399,3,1,1145,2.910980721120423,4
1751,4,,0,8,1399,3,1,674,1.4554903605602114,4
8766,4,,0,8,1399,3,1,660,1.4554903605602114,0
1742,4,,0,8,1399,3,1,1949,5.821961442240846,4
6868,4,,0,8,1356,3,1,1164,6.566666666666666,0
8972,4,,0,8,1356,3,1,1176,6.56,0
1739,4,,0,8,1357,3,1,5666,41.199999999999996,4
1730,4,,0,8,1357,3,1,2971,20.58,4
5907,4,,0,8,1356,3,1,1198,6.48,0
8771,4,,0,8,1349,3,1,1279,4.643792750839999,0
6867,4,,0,8,1391,3,1,1905,6.4399999999999995,0
1738,4,,0,8,1390,3,1,6697,25.6,4
5906,4,,0,8,1391,3,1,1882,6.4,0
1729,4,,0,8,1390,3,1,1895,6.38,4
5908,4,,0,8,1436,3,1,5250,3.94,0
5683,4,,0,8,1331,3,1,10278,35.52,4
5682,4,,0,8,1426,3,1,7449,21.502451128000004,4
6837,4,,0,8,1426,3,1,3000,8.438419173000002,4
5657,4,,0,8,1369,3,1,1323,2.9850138075652843,4
5660,4,,0,8,1369,3,1,1271,2.9850138075652843,4
7015,4,,0,8,1369,3,1,1327,2.9850138075652843,4
8472,4,,0,8,1369,3,1,2278,5.970027615130569,4
3499,4,,0,8,1394,3,1,5120,8.615247600674085,4
5656,4,,0,8,1394,3,1,5033,8.615247600674085,4
7135,4,,0,8,1394,3,1,1846,2.8717492002246945,4
3775,4,,0,8,1394,3,1,9888,18.23049520134817,4
7389,4,,0,8,1394,3,1,3462,5.743498400449389,0
3776,4,,0,8,1394,3,1,5123,8.615247600674085,4
5664,4,,0,8,1372,3,1,1873,1.9305220911475411,4
7669,4,,0,8,1372,3,1,1932,1.9305220911475411,4
5316,4,,0,8,1372,3,1,5128,5.791566273442623,0
1733,4,,0,8,1372,3,1,5066,5.791566273442623,4
6140,4,,0,8,1372,3,1,1870,1.9305220911475411,0
8765,4,,0,8,1372,3,1,13048,15.44417672918033,0
1749,4,,0,8,1372,3,1,1912,1.9305220911475411,4
1741,4,,0,8,1375,3,1,1128,0.7897632766190477,4
8190,4,,0,8,1375,3,1,1930,1.5795265532380953,0
1736,4,,0,8,1340,3,1,1931,0.075121356,4
8764,4,,0,8,1410,3,1,41852,107.52363636363637,0
6135,4,,0,8,1410,3,1,26302,67.57727272727274,0
4992,4,,0,8,1410,3,1,26242,63.040000000000006,4
2093,4,,0,8,1392,3,1,4832,11.719875852972974,4
3500,4,,0,8,1392,3,1,1183,2.1439751705945946,4
1734,4,,0,8,1392,3,1,1142,2.1439751705945946,4
6706,4,,0,8,1392,3,1,7505,17.151801364756757,0
6864,4,,0,8,1392,3,1,3921,8.575900682378379,0
1725,4,,0,8,1409,3,1,10372,17.656508325314896,4
6406,4,,0,8,1409,3,1,3658,5.552169441771632,0
1743,4,,0,8,1411,3,1,5446,6.3143139080024895,4
1747,4,,0,8,1411,3,1,5502,6.3143139080024895,4
7911,4,,0,8,1405,3,1,22787,19.490788410392074,0
5665,4,,0,8,1405,3,1,5330,4.109064091198238,4
6141,4,,0,8,1405,3,1,10296,8.218128182396477,0
7912,4,,0,8,1405,3,1,10266,8.218128182396477,0
4989,4,,0,8,1405,3,1,10240,8.218128182396477,4
4988,4,,0,8,1405,3,1,22789,18.490788410392074,4
7449,4,,0,8,1405,3,1,2794,2.054532045599119,0
6145,4,,0,8,1456,3,1,1942,2.873199401026889,0
8773,4,,0,8,1456,3,1,8695,15.365997005134446,0
1724,4,,0,8,1456,3,1,3654,5.746398802053778,4
5694,4,,0,8,1456,3,1,3667,5.746398802053778,4
4235,4,,0,27,104,3,1,304,0.5732737389400709,0
5761,4,,0,27,1333,3,1,581,3.44,0
4230,4,,0,27,1416,3,1,4118,11.245130432298668,0
2465,4,,0,27,1416,3,1,5098,14.056413040373334,0
7190,4,,0,27,1416,3,1,5054,15.056413040373334,0
6719,4,,0,27,1386,3,1,3836,4.943945192277992,0
5737,4,,0,27,1386,3,1,2031,2.471972596138996,0
6662,4,,0,27,1386,3,1,2026,2.471972596138996,0
4237,4,,0,27,11,3,1,660,5.775454545454545,0
4231,4,,0,27,1345,3,1,841,1.77923094,0
8676,4,,0,27,1345,3,1,891,1.77923094,0
6240,4,,0,27,1345,3,1,895,1.77923094,0
8082,4,,0,27,1345,3,1,870,1.77923094,0
3109,4,,0,27,1345,3,1,857,1.77923094,0
6801,4,,0,27,1345,3,1,844,1.77923094,0
1875,4,,0,27,1345,3,1,853,1.77923094,0
4639,4,,0,27,1453,3,1,2819,2.0957958942676056,0
8131,4,,0,27,1453,3,1,2745,2.0957958942676056,0
1712,4,,0,27,1453,3,1,2816,2.0957958942676056,0
5795,4,,0,27,1397,3,1,463,0.5901213068534298,0
8447,4,,0,27,1397,3,1,2386,6.04514509459611,0
7076,4,,0,27,1397,3,1,754,1.209029018919222,0
7078,4,,0,27,1397,3,1,1500,3.627087056757666,0
7960,4,,0,27,1397,3,1,1539,3.627087056757666,0
7242,4,,0,27,1397,3,1,1174,2.418058037838444,0
1573,4,,0,27,1397,3,1,7440,19.553493321626775,0
5988,4,,0,27,1397,3,1,1507,3.627087056757666,0
7241,4,,0,27,1397,3,1,2372,6.04514509459611,0
7079,4,,0,27,1397,3,1,2782,7.254174113515332,0
7075,4,,0,27,1397,3,1,1976,4.836116075676888,0
7077,4,,0,27,1397,3,1,1097,2.418058037838444,0
2608,4,,0,27,1102,3,1,325,1.207741935483871,0
2609,4,,0,27,1102,3,1,333,2.2,0
7603,4,,0,27,1334,3,1,1191,11.5,0
7678,4,,0,27,1335,3,1,1446,14.94,0
1720,4,,0,27,1335,3,1,604,3.42,0
3622,4,,0,27,1336,3,1,1314,6.373333333333333,0
1569,4,,0,27,1336,3,1,1296,6.373333333333333,0
8202,4,,0,27,1336,3,1,1318,6.28,0
8334,4,,0,27,1370,3,1,1495,6.207562282153846,0
2209,4,,0,27,1354,3,1,4258,12.593975105845072,0
7120,4,,0,27,1369,3,1,1284,2.9850138075652843,0
7095,4,,0,27,1394,3,1,3532,5.743498400449389,0
1716,4,,0,27,1394,3,1,1837,2.8717492002246945,0
4638,4,,0,27,1394,3,1,8251,15.358746001123473,0
4101,4,,0,27,1394,3,1,3461,5.743498400449389,0
6561,4,,0,27,1394,3,1,3522,5.743498400449389,0
7460,4,,0,27,1394,3,1,3440,5.743498400449389,0
3623,4,,0,27,1394,3,1,1892,2.8717492002246945,0
2905,4,,0,27,1372,3,1,5074,5.791566273442623,0
2466,4,,0,27,1435,3,1,2813,1.653936871924925,0
2464,4,,0,27,1435,3,1,5296,3.30787374384985,0
1714,4,,0,27,1326,3,1,8340,22.612448240800003,0
1572,4,,0,27,1326,3,1,12917,38.2860305968,0
1713,4,,0,27,1330,3,1,10256,0.3688506141025641,0
7342,4,,0,27,1330,3,1,14248,0.5163908597435897,0
8923,4,,0,34,44,3,1,638,6.436571428571427,5
7800,4,,0,34,5,3,1,419,2.352886836027714,5
8362,4,,0,34,5,3,1,374,3.5,5
2613,4,,0,34,105,3,1,305,0.8192729619272964,5
4210,4,,0,34,105,3,1,268,0.4096364809636482,5
4903,4,,0,34,105,3,1,336,0.8192729619272964,5
3010,4,,0,34,105,3,1,319,0.8192729619272964,5
5479,4,,0,34,105,3,1,361,0.8192729619272964,5
4892,4,,0,34,105,3,1,383,1.2289094428909446,5
7733,4,,0,34,105,3,1,308,0.8192729619272964,5
8222,4,,0,34,105,3,1,327,0.8192729619272964,5
2748,4,,0,34,105,3,1,324,0.2048182404818241,5
4372,4,,0,34,105,3,1,344,1.2289094428909446,5
7797,4,,0,34,104,3,1,303,0.28663686947003547,5
8597,4,,0,34,104,3,1,353,0.28663686947003547,5
7785,4,,0,34,104,3,1,644,4.08,5
7802,4,,0,34,34,3,1,423,1.297699115044248,5
5556,4,,0,34,1250,3,1,299,2.177284597389611,5
7778,4,,0,34,1250,3,1,301,2.177284597389611,5
5555,4,,0,34,1250,3,1,377,4.427145348025542,5
7751,4,,0,34,1250,3,1,308,2.177284597389611,5
1960,4,,0,34,1251,3,1,244,0.059972465660277155,5
2477,4,,0,34,1251,3,1,312,0.17991739698083148,5
3043,4,,0,34,1251,3,1,340,2.338926160750809,5
1964,4,,0,34,1251,3,1,304,0.11994493132055431,5
1961,4,,0,34,1251,3,1,333,0.29986232830138576,5
2478,4,,0,34,1251,3,1,340,1.199449313205543,5
2479,4,,0,34,1251,3,1,263,1.139476847545266,5
3044,4,,0,34,1251,3,1,397,9.595594505644344,5
5489,4,,0,34,1243,3,1,276,0.5303318061300465,5
7782,4,,0,34,1243,3,1,243,0.26516590306502325,5
8507,4,,0,34,1243,3,1,291,0.08838863435500775,5
7781,4,,0,34,1243,3,1,302,0.2209715858875194,5
8506,4,,0,34,1243,3,1,307,0.5303318061300465,5
7780,4,,0,34,1243,3,1,313,2.828436299360248,5
7762,4,,0,34,1243,3,1,339,0.48613748895254266,5
3042,4,,0,34,1245,3,1,291,0.07170106347502034,5
7777,4,,0,34,1245,3,1,337,0.3585053173751017,5
7776,4,,0,34,1245,3,1,301,1.4340212695004069,5
5553,4,,0,34,1245,3,1,317,0.3585053173751017,5
8631,4,,0,34,1508,3,1,254,2.9106137184115517,5
8629,4,,0,34,1508,3,1,339,2.9106137184115517,5
8630,4,,0,34,1508,3,1,270,5.96,5
5873,4,,0,34,390,3,1,288,0.10495376293631466,5
5794,4,,0,34,374,3,1,434,0.945155161494617,5
8650,4,,0,34,1197,3,1,257,0.17758296843234683,5
8649,4,,0,34,1197,3,1,513,1.820225426431555,5
7773,4,,0,34,1196,3,1,335,0.01297592038663686,5
1631,4,,0,34,394,3,1,268,0.0026416254469548302,5
7759,4,,0,34,725,3,1,341,0.255,5
7721,4,,0,34,245,3,1,313,0.3722748815165877,5
5717,4,,0,34,245,3,1,303,1.786919431279621,5
5807,4,,0,34,245,3,1,333,2.6803791469194316,5
8271,4,,0,34,245,3,1,316,0.8934597156398105,5
7861,4,,0,34,245,3,1,296,0.3722748815165877,5
5432,4,,0,34,245,3,1,374,1.786919431279621,5
3413,4,,0,34,242,3,1,237,0.10146654445462877,5
8359,4,,0,34,1478,3,1,266,0.1890507152145644,5
7786,4,,0,34,1478,3,1,247,0.44111833550065027,5
8279,4,,0,34,1478,3,1,321,0.12603381014304293,5
8286,4,,0,34,1479,3,1,292,0.06702072538860104,5
7473,4,,0,34,916,3,1,249,0.10512516195012464,5
7866,4,,0,34,50,3,1,366,0.6639604398848624,5
5872,4,,0,34,50,3,1,321,0.13279208797697248,5
5871,4,,0,34,50,3,1,335,0.29878219794818806,5
2050,4,,0,34,50,3,1,346,0.13279208797697248,5
8598,4,,0,34,50,3,1,272,0.11287327478042661,5
5793,4,,0,34,50,3,1,479,1.3279208797697248,5
7799,4,,0,34,50,3,1,880,3.5,5
8274,4,,0,34,49,3,1,424,0.4867667508310355,5
8273,4,,0,34,49,3,1,618,0.8700955671104759,5
5810,4,,0,34,49,3,1,327,0.12169168770775887,5
8922,4,,0,34,49,3,1,541,0.8944339046520277,5
8275,4,,0,34,49,3,1,600,0.8700955671104759,5
8924,4,,0,34,49,3,1,239,0.006084584385387943,5
3813,4,,0,34,657,3,1,291,2.318463252260198,5
3815,4,,0,34,657,3,1,307,2.753175112058985,5
3814,4,,0,34,657,3,1,282,0.07245197663313119,5
2222,4,,0,34,657,3,1,274,2.318463252260198,5
5887,4,,0,34,657,3,1,332,1.8112994158282798,5
5886,4,,0,34,657,3,1,276,1.0143276728638366,5
5885,4,,0,34,657,3,1,292,2.318463252260198,5
7796,4,,0,34,882,3,1,270,3.2360248447204976,5
5586,4,,0,34,882,3,1,251,1.9416149068322985,5
2223,4,,0,34,924,3,1,319,0.4375695134061566,5
4217,4,,0,34,924,3,1,280,2.0419910625620643,5
3039,4,,0,34,886,3,1,247,0.17936531067828096,5
7775,4,,0,34,950,3,1,291,0.818904958492704,5
7795,4,,0,34,950,3,1,297,0.818904958492704,5
5811,4,,0,34,928,3,1,414,7.662544164301477,5
2823,4,,0,34,933,3,1,285,0.1492716239922353,5
8387,4,,0,34,323,3,1,241,0.5651222104144527,5
8645,4,,0,34,323,3,1,317,0.6593092454835281,5
8651,4,,0,34,323,3,1,240,0.5651222104144527,5
7793,4,,0,34,323,3,1,315,0.6593092454835281,5
4400,4,,0,34,367,3,1,292,3.6665875370919867,5
7812,4,,0,34,367,3,1,362,3.7538872403560815,5
5542,4,,0,34,367,3,1,286,4.103086053412461,5
5548,4,,0,34,367,3,1,322,4.103086053412461,5
5884,4,,0,34,367,3,1,280,0.08729970326409492,5
7810,4,,0,34,367,3,1,352,2.269792284866468,5
3407,4,,0,34,367,3,1,376,4.80148367952522,5
3411,4,,0,34,367,3,1,280,2.095192878338278,5
5547,4,,0,34,367,3,1,287,1.8332937685459934,5
7811,4,,0,34,367,3,1,290,3.7538872403560815,5
4218,4,,0,34,367,3,1,318,2.5316913946587527,5
3410,4,,0,34,367,3,1,315,4.103086053412461,5
5541,4,,0,34,367,3,1,315,3.7538872403560815,5
7808,4,,0,34,367,3,1,344,3.841186943620176,5
7809,4,,0,34,367,3,1,371,4.103086053412461,5
5544,4,,0,34,367,3,1,322,3.9284866468842714,5
3409,4,,0,34,367,3,1,289,0.3491988130563797,5
7807,4,,0,34,367,3,1,369,3.841186943620176,5
3412,4,,0,34,367,3,1,293,0.08729970326409492,5
5543,4,,0,34,367,3,1,307,3.7538872403560815,5
2221,4,,0,34,367,3,1,298,0.08729970326409492,5
3408,4,,0,34,367,3,1,311,5.1506824925816,5
7760,4,,0,34,328,3,1,256,0.8601719197707737,5
2218,4,,0,34,328,3,1,344,0.8601719197707737,5
2220,4,,0,34,328,3,1,314,0.43008595988538684,5
2219,4,,0,34,328,3,1,302,0.43008595988538684,5
5545,4,,0,34,367,3,1,378,6.8,5
5546,4,,0,34,367,3,1,419,7.420000000000001,5
7774,4,,0,34,332,3,1,326,0.8432178404938893,5
5554,4,,0,34,332,3,1,319,0.766561673176263,5
7761,4,,0,34,548,3,1,281,1.481581569115816,5
8278,4,,0,34,573,3,1,328,0.3561290073464699,5
7794,4,,0,34,568,3,1,316,4.295748739978287,5
8238,4,,0,34,568,3,1,403,8.591497479956574,5
3038,4,,0,34,554,3,1,323,1.0022947022242792,5
4216,4,,0,34,554,3,1,361,6.1808173303830545,5
3037,4,,0,34,554,3,1,367,3.173933223710217,5
3810,4,,0,34,556,3,1,301,3.7958691335487544,5
3811,4,,0,34,556,3,1,317,1.485340095736469,5
8505,4,,0,34,574,3,1,316,4.9352636861026475,5
7787,4,,0,34,911,3,1,299,0.057230709780703576,5
7804,4,,0,34,113,3,1,372,4.5195332995821484,5
4757,4,,0,34,113,3,1,289,0.9039066599164297,5
