Order ID,Origin Port,Carrier,Service Level,Customer,Product ID,Plant Code,Destination Port,Unit quantity,Weight,Maximum delivery time
5759,9,,0,37,1254,16,1,973,136.88,6
110,9,,0,37,1285,16,1,529,37.68,6
4072,9,,0,37,1254,16,1,2992,525.68,6
1281,9,,0,37,1254,16,1,2066,369.12,6
3032,9,,0,37,1254,16,1,3914,644.24,6
5280,9,,0,37,1285,16,1,1222,164.56,6
3566,9,,0,37,1254,16,1,3876,717.24,6
66,9,,0,37,1285,16,1,2079,345.12,6
1588,9,,0,37,1285,16,1,1136,184.56,6
70,9,,0,37,1254,16,1,3931,777.24,6
2847,9,,0,37,1254,16,1,2393,434.64,6
7365,9,,0,37,1285,16,1,1655,257.76,6
4200,9,,0,37,1285,16,1,2078,345.12,6
8485,9,,0,37,1285,16,1,946,148.88,6
5754,9,,0,37,1285,16,1,2120,335.12,6
2486,9,,0,37,1285,16,1,1230,195.56,6
7051,9,,0,37,1285,16,1,2115,344.12,6
694,9,,0,37,1254,16,1,2045,346.12,6
5962,9,,0,37,1285,16,1,935,134.88,6
592,9,,0,37,1285,16,1,2943,540.68,6
6523,9,,0,37,1285,16,1,2936,567.68,6
2134,9,,0,37,1254,16,1,2985,484.67999999999995,6
7692,9,,0,37,1285,16,1,2938,521.68,6
7364,9,,0,37,1285,16,1,716,83.36,6
2848,9,,0,37,1254,16,1,4464,813.28,6
2485,9,,0,37,1254,16,1,2109,331.12,6
3785,9,,0,37,1254,16,1,2978,504.67999999999995,6
109,9,,0,37,1254,16,1,2100,333.12,6
695,9,,0,37,1285,16,1,2066,341.12,6
1284,9,,0,37,1285,16,1,2972,508.67999999999995,6
4073,9,,0,37,1285,16,1,2069,348.12,6
5961,9,,0,37,1285,16,1,2233,404.8,6
8001,9,,0,37,1285,16,1,2088,353.12,6
1586,9,,0,37,1253,16,1,2665,417.92,6
2484,9,,0,37,1253,16,1,1961,308.36,6
69,9,,0,37,1253,16,1,2974,524.1600000000001,6
5278,9,,0,37,1253,16,1,2322,397.6,6
5279,9,,0,37,1253,16,1,950,132.56,6
7239,9,,0,37,1253,16,1,1942,292.36,6
2482,9,,0,37,1253,16,1,352,19.08,6
108,9,,0,37,1253,16,1,1208,176.72,6
2480,9,,0,37,1253,16,1,2117,293.44,6
2846,9,,0,37,1253,16,1,2087,341.44,6
696,9,,0,37,1253,16,1,3927,608.88,6
7091,9,,0,37,1253,16,1,4090,641.04,6
588,9,,0,37,1253,16,1,3851,704.88,6
1285,9,,0,37,1253,16,1,3927,619.88,6
2136,9,,0,37,1253,16,1,3845,676.88,6
5693,4,,0,8,1366,3,1,1529,3.00825142725,6
5659,4,,0,8,1350,3,1,1495,2.653359698893519,6
8350,4,,0,8,1350,3,1,899,1.3266798494467595,6
5661,4,,0,8,1350,3,1,1437,2.653359698893519,6
2097,4,,0,8,1414,3,1,1914,5.94,6
2096,4,,0,8,1414,3,1,1956,5.94,6
2095,4,,0,8,1414,3,1,1964,5.94,6
8763,4,,0,8,1414,3,1,1961,5.94,2
5662,4,,0,8,1414,3,1,3624,11.82,6
1727,4,,0,8,1403,3,1,4802,8.892328133604314,6
6137,4,,0,8,1403,3,1,4871,8.892328133604314,2
5968,4,,0,8,1403,3,1,1768,2.964109377868105,6
6134,4,,0,8,1404,3,1,10054,8.931931144366747,2
5671,4,,0,8,1404,3,1,14988,13.39789671655012,6
5698,4,,0,8,1404,3,1,10079,8.931931144366747,6
8523,4,,0,8,1402,3,1,12802,10.895465198828123,6
5658,4,,0,8,1402,3,1,5308,4.358186079531249,6
5692,4,,0,8,1402,3,1,10309,8.716372159062498,6
6153,4,,0,8,1402,3,1,10235,8.716372159062498,2
8521,4,,0,8,1402,3,1,10295,8.716372159062498,6
6146,4,,0,8,1448,3,1,1910,5.92,2
9050,4,,0,8,1524,3,1,2840,5.76,2
7965,4,,0,8,1447,3,1,12737,9.30225411425535,2
4461,4,,0,8,1447,3,1,42789,28.62766398846819,6
7968,4,,0,8,1447,3,1,7821,5.58135246855321,2
4463,4,,0,8,1447,3,1,20304,13.88360658280856,6
1726,4,,0,8,1447,3,1,15243,11.16270493710642,6
7961,4,,0,8,1447,3,1,10279,7.44180329140428,6
6869,4,,0,8,1359,3,1,1156,6.446666666666666,2
8973,4,,0,8,1359,3,1,1233,6.44,2
5909,4,,0,8,1359,3,1,1196,6.4,2
6126,4,,0,8,1360,3,1,19176,51.97976608393829,2
4462,4,,0,8,1360,3,1,5648,16.70850459541094,6
1731,4,,0,8,1358,3,1,3905,9.471312,6
1732,4,,0,8,1450,3,1,6662,13.331346388291161,6
8910,4,,0,8,1450,3,1,13116,30.662692776582322,2
5663,4,,0,8,1450,3,1,1847,3.5828365970727902,6
8666,4,,0,8,1450,3,1,6694,13.331346388291161,6
8336,4,,0,8,1450,3,1,3505,7.1656731941455805,2
8338,4,,0,8,1450,3,1,6652,14.331346388291161,2
8337,4,,0,8,1450,3,1,5125,10.748509791218371,2
6154,4,,0,8,1451,3,1,5966,8.199930522749009,2
7966,4,,0,8,1451,3,1,4060,5.466620348499339,2
8522,4,,0,8,1451,3,1,11655,17.399861045498017,6
7139,4,,0,8,1451,3,1,6010,8.199930522749009,2
7967,4,,0,8,1451,3,1,7920,11.933240696998679,2
1746,4,,0,8,1374,3,1,6005,5.897706800459018,6
1750,4,,0,8,1374,3,1,2249,1.9659022668196726,6
6147,4,,0,8,1455,3,1,12243,118.74,2
8778,4,,0,8,1455,3,1,3864,33.86,2
6142,4,,0,8,1365,3,1,8665,45.193284719732084,2
5681,4,,0,8,1365,3,1,858,3.1566631942665775,6
5695,4,,0,8,1365,3,1,2677,13.62665277706631,6
8772,4,,0,8,1365,3,1,854,3.1566631942665775,2
1753,4,,0,8,1364,3,1,926,2.697477693159763,6
8775,4,,0,8,1419,3,1,10531,39.18065153998411,2
6349,4,,0,8,1421,3,1,12240,46.2910961650617,2
1740,4,,0,8,1421,3,1,840,2.114554808253085,6
8354,4,,0,8,1421,3,1,9288,34.71832212379628,6
6346,4,,0,8,1421,3,1,844,2.114554808253085,6
6347,4,,0,8,1421,3,1,15926,56.97842501458021,6
4490,4,,0,8,1347,3,1,1445,3.9870057233421057,6
1752,4,,0,8,1347,3,1,3291,9.967514308355264,6
8792,4,,0,8,1347,3,1,3250,9.967514308355264,2
3847,4,,0,8,1378,3,1,4500,12.791974839660886,6
6791,4,,0,8,1378,3,1,5049,15.762256959612442,2
4062,4,,0,8,1378,3,1,2682,7.881128479806221,6
6790,4,,0,8,1378,3,1,5088,15.762256959612442,6
1735,4,,0,8,1380,3,1,14093,48.30336531733605,6
8776,4,,0,8,1380,3,1,890,1.926233274666785,2
8770,4,,0,8,1381,3,1,5092,13.154860516053335,2
7399,4,,0,8,1381,3,1,2708,7.077430258026667,6
8777,4,,0,8,1381,3,1,7494,23.232290774080003,2
5967,4,,0,8,1381,3,1,2704,7.077430258026667,6
6789,4,,0,8,1381,3,1,9853,29.30972103210667,6
6544,4,,0,8,1381,3,1,12895,39.15650885464,6
1748,4,,0,8,1381,3,1,5075,15.154860516053335,6
6340,4,,0,8,1381,3,1,897,1.7693575645066668,6
6339,4,,0,8,1381,3,1,2700,7.077430258026667,6
6152,4,,0,8,1379,3,1,10274,22.58849844200639,2
8520,4,,0,8,1379,3,1,10333,21.58849844200639,6
8788,4,,0,8,1379,3,1,7282,16.511948909404474,2
6138,4,,0,8,1379,3,1,4314,9.435399376802557,2
1728,4,,0,8,1379,3,1,5323,12.794249221003195,6
6139,4,,0,8,1379,3,1,3318,7.076549532601917,2
6400,4,,0,8,1376,3,1,3324,5.338981994958335,2
8129,4,,0,8,1376,3,1,12256,23.35592797983334,2
5697,4,,0,8,1398,3,1,678,1.7408589019380563,6
8353,4,,0,8,1398,3,1,703,1.7408589019380563,6
1737,4,,0,8,1398,3,1,680,1.7408589019380563,6
4085,4,,0,8,1401,3,1,1141,3.0459392853143874,6
8346,4,,0,8,1401,3,1,1530,4.568908927971581,6
5963,4,,0,8,1401,3,1,1107,3.0459392853143874,6
1744,4,,0,8,1401,3,1,1089,3.0459392853143874,6
8351,4,,0,8,1401,3,1,1081,3.0459392853143874,6
1745,4,,0,8,1399,3,1,1144,2.910980721120423,6
3818,4,,0,8,1399,3,1,1094,2.910980721120423,6
8352,4,,0,8,1399,3,1,1137,2.910980721120423,6
8347,4,,0,8,1399,3,1,1145,2.910980721120423,6
1751,4,,0,8,1399,3,1,674,1.4554903605602114,6
8766,4,,0,8,1399,3,1,660,1.4554903605602114,2
1742,4,,0,8,1399,3,1,1949,5.821961442240846,6
6868,4,,0,8,1356,3,1,1164,6.566666666666666,2
8972,4,,0,8,1356,3,1,1176,6.56,2
1739,4,,0,8,1357,3,1,5666,41.199999999999996,6
1730,4,,0,8,1357,3,1,2971,20.58,6
5907,4,,0,8,1356,3,1,1198,6.48,2
8771,4,,0,8,1349,3,1,1279,4.643792750839999,2
6867,4,,0,8,1391,3,1,1905,6.4399999999999995,2
1738,4,,0,8,1390,3,1,6697,25.6,6
5906,4,,0,8,1391,3,1,1882,6.4,2
1729,4,,0,8,1390,3,1,1895,6.38,6
5908,4,,0,8,1436,3,1,5250,3.94,2
5683,4,,0,8,1331,3,1,10278,35.52,6
5682,4,,0,8,1426,3,1,7449,21.502451128000004,6
6837,4,,0,8,1426,3,1,3000,8.438419173000002,6
5657,4,,0,8,1369,3,1,1323,2.9850138075652843,6
5660,4,,0,8,1369,3,1,1271,2.9850138075652843,6
7015,4,,0,8,1369,3,1,1327,2.9850138075652843,6
8472,4,,0,8,1369,3,1,2278,5.970027615130569,6
3499,4,,0,8,1394,3,1,5120,8.615247600674085,6
5656,4,,0,8,1394,3,1,5033,8.615247600674085,6
7135,4,,0,8,1394,3,1,1846,2.8717492002246945,6
3775,4,,0,8,1394,3,1,9888,18.23049520134817,6
7389,4,,0,8,1394,3,1,3462,5.743498400449389,2
3776,4,,0,8,1394,3,1,5123,8.615247600674085,6
5664,4,,0,8,1372,3,1,1873,1.9305220911475411,6
7669,4,,0,8,1372,3,1,1932,1.9305220911475411,6
5316,4,,0,8,1372,3,1,5128,5.791566273442623,2
1733,4,,0,8,1372,3,1,5066,5.791566273442623,6
6140,4,,0,8,1372,3,1,1870,1.9305220911475411,2
8765,4,,0,8,1372,3,1,13048,15.44417672918033,2
1749,4,,0,8,1372,3,1,1912,1.9305220911475411,6
1741,4,,0,8,1375,3,1,1128,0.7897632766190477,6
8190,4,,0,8,1375,3,1,1930,1.5795265532380953,2
1736,4,,0,8,1340,3,1,1931,0.075121356,6
8764,4,,0,8,1410,3,1,41852,107.52363636363637,2
6135,4,,0,8,1410,3,1,26302,67.57727272727274,2
4992,4,,0,8,1410,3,1,26242,63.040000000000006,6
2093,4,,0,8,1392,3,1,4832,11.719875852972974,6
3500,4,,0,8,1392,3,1,1183,2.1439751705945946,6
1734,4,,0,8,1392,3,1,1142,2.1439751705945946,6
6706,4,,0,8,1392,3,1,7505,17.151801364756757,2
6864,4,,0,8,1392,3,1,3921,8.575900682378379,2
1725,4,,0,8,1409,3,1,10372,17.656508325314896,6
6406,4,,0,8,1409,3,1,3658,5.552169441771632,2
1743,4,,0,8,1411,3,1,5446,6.3143139080024895,6
1747,4,,0,8,1411,3,1,5502,6.3143139080024895,6
7911,4,,0,8,1405,3,1,22787,19.490788410392074,2
5665,4,,0,8,1405,3,1,5330,4.109064091198238,6
6141,4,,0,8,1405,3,1,10296,8.218128182396477,2
7912,4,,0,8,1405,3,1,10266,8.218128182396477,2
4989,4,,0,8,1405,3,1,10240,8.218128182396477,6
4988,4,,0,8,1405,3,1,22789,18.490788410392074,6
7449,4,,0,8,1405,3,1,2794,2.054532045599119,2
6145,4,,0,8,1456,3,1,1942,2.873199401026889,2
8773,4,,0,8,1456,3,1,8695,15.365997005134446,2
1724,4,,0,8,1456,3,1,3654,5.746398802053778,6
5694,4,,0,8,1456,3,1,3667,5.746398802053778,6
4235,4,,0,27,104,3,1,304,0.5732737389400709,2
5761,4,,0,27,1333,3,1,581,3.44,2
4230,4,,0,27,1416,3,1,4118,11.245130432298668,2
2465,4,,0,27,1416,3,1,5098,14.056413040373334,2
7190,4,,0,27,1416,3,1,5054,15.056413040373334,2
6719,4,,0,27,1386,3,1,3836,4.943945192277992,2
5737,4,,0,27,1386,3,1,2031,2.471972596138996,2
6662,4,,0,27,1386,3,1,2026,2.471972596138996,2
4237,4,,0,27,11,3,1,660,5.775454545454545,2
4231,4,,0,27,1345,3,1,841,1.77923094,2
8676,4,,0,27,1345,3,1,891,1.77923094,2
6240,4,,0,27,1345,3,1,895,1.77923094,2
8082,4,,0,27,1345,3,1,870,1.77923094,2
3109,4,,0,27,1345,3,1,857,1.77923094,2
6801,4,,0,27,1345,3,1,844,1.77923094,2
1875,4,,0,27,1345,3,1,853,1.77923094,2
4639,4,,0,27,1453,3,1,2819,2.0957958942676056,2
8131,4,,0,27,1453,3,1,2745,2.0957958942676056,2
1712,4,,0,27,1453,3,1,2816,2.0957958942676056,2
5795,4,,0,27,1397,3,1,463,0.5901213068534298,2
8447,4,,0,27,1397,3,1,2386,6.04514509459611,2
7076,4,,0,27,1397,3,1,754,1.209029018919222,2
7078,4,,0,27,1397,3,1,1500,3.627087056757666,2
7960,4,,0,27,1397,3,1,1539,3.627087056757666,2
7242,4,,0,27,1397,3,1,1174,2.418058037838444,2
1573,4,,0,27,1397,3,1,7440,19.553493321626775,2
5988,4,,0,27,1397,3,1,1507,3.627087056757666,2
7241,4,,0,27,1397,3,1,2372,6.04514509459611,2
7079,4,,0,27,1397,3,1,2782,7.254174113515332,2
7075,4,,0,27,1397,3,1,1976,4.836116075676888,2
7077,4,,0,27,1397,3,1,1097,2.418058037838444,2
2608,4,,0,27,1102,3,1,325,1.207741935483871,2
2609,4,,0,27,1102,3,1,333,2.2,2
7603,4,,0,27,1334,3,1,1191,11.5,2
7678,4,,0,27,1335,3,1,1446,14.94,2
1720,4,,0,27,1335,3,1,604,3.42,2
3622,4,,0,27,1336,3,1,1314,6.373333333333333,2
1569,4,,0,27,1336,3,1,1296,6.373333333333333,2
8202,4,,0,27,1336,3,1,1318,6.28,2
8334,4,,0,27,1370,3,1,1495,6.207562282153846,2
2209,4,,0,27,1354,3,1,4258,12.593975105845072,2
7120,4,,0,27,1369,3,1,1284,2.9850138075652843,2
7095,4,,0,27,1394,3,1,3532,5.743498400449389,2
1716,4,,0,27,1394,3,1,1837,2.8717492002246945,2
4638,4,,0,27,1394,3,1,8251,15.358746001123473,2
4101,4,,0,27,1394,3,1,3461,5.743498400449389,2
6561,4,,0,27,1394,3,1,3522,5.743498400449389,2
7460,4,,0,27,1394,3,1,3440,5.743498400449389,2
3623,4,,0,27,1394,3,1,1892,2.8717492002246945,2
2905,4,,0,27,1372,3,1,5074,5.791566273442623,2
2466,4,,0,27,1435,3,1,2813,1.653936871924925,2
2464,4,,0,27,1435,3,1,5296,3.30787374384985,2
1714,4,,0,27,1326,3,1,8340,22.612448240800003,2
1572,4,,0,27,1326,3,1,12917,38.2860305968,2
1713,4,,0,27,1330,3,1,10256,0.3688506141025641,2
7342,4,,0,27,1330,3,1,14248,0.5163908597435897,2
8923,4,,0,34,44,3,1,638,6.436571428571427,7
7800,4,,0,34,5,3,1,419,2.352886836027714,7
8362,4,,0,34,5,3,1,374,3.5,7
2613,4,,0,34,105,3,1,305,0.8192729619272964,7
4210,4,,0,34,105,3,1,268,0.4096364809636482,7
4903,4,,0,34,105,3,1,336,0.8192729619272964,7
3010,4,,0,34,105,3,1,319,0.8192729619272964,7
5479,4,,0,34,105,3,1,361,0.8192729619272964,7
4892,4,,0,34,105,3,1,383,1.2289094428909446,7
7733,4,,0,34,105,3,1,308,0.8192729619272964,7
8222,4,,0,34,105,3,1,327,0.8192729619272964,7
2748,4,,0,34,105,3,1,324,0.2048182404818241,7
4372,4,,0,34,105,3,1,344,1.2289094428909446,7
7797,4,,0,34,104,3,1,303,0.28663686947003547,7
8597,4,,0,34,104,3,1,353,0.28663686947003547,7
7785,4,,0,34,104,3,1,644,4.08,7
7802,4,,0,34,34,3,1,423,1.297699115044248,7
5556,4,,0,34,1250,3,1,299,2.177284597389611,7
7778,4,,0,34,1250,3,1,301,2.177284597389611,7
5555,4,,0,34,1250,3,1,377,4.427145348025542,7
7751,4,,0,34,1250,3,1,308,2.177284597389611,7
1960,4,,0,34,1251,3,1,244,0.059972465660277155,7
2477,4,,0,34,1251,3,1,312,0.17991739698083148,7
3043,4,,0,34,1251,3,1,340,2.338926160750809,7
1964,4,,0,34,1251,3,1,304,0.11994493132055431,7
1961,4,,0,34,1251,3,1,333,0.29986232830138576,7
2478,4,,0,34,1251,3,1,340,1.199449313205543,7
2479,4,,0,34,1251,3,1,263,1.139476847545266,7
3044,4,,0,34,1251,3,1,397,9.595594505644344,7
5489,4,,0,34,1243,3,1,276,0.5303318061300465,7
7782,4,,0,34,1243,3,1,243,0.26516590306502325,7
8507,4,,0,34,1243,3,1,291,0.08838863435500775,7
7781,4,,0,34,1243,3,1,302,0.2209715858875194,7
8506,4,,0,34,1243,3,1,307,0.5303318061300465,7
7780,4,,0,34,1243,3,1,313,2.828436299360248,7
7762,4,,0,34,1243,3,1,339,0.48613748895254266,7
3042,4,,0,34,1245,3,1,291,0.07170106347502034,7
7777,4,,0,34,1245,3,1,337,0.3585053173751017,7
7776,4,,0,34,1245,3,1,301,1.4340212695004069,7
5553,4,,0,34,1245,3,1,317,0.3585053173751017,7
8631,4,,0,34,1508,3,1,254,2.9106137184115517,7
8629,4,,0,34,1508,3,1,339,2.9106137184115517,7
8630,4,,0,34,1508,3,1,270,5.96,7
5873,4,,0,34,390,3,1,288,0.10495376293631466,7
5794,4,,0,34,374,3,1,434,0.945155161494617,7
8650,4,,0,34,1197,3,1,257,0.17758296843234683,7
8649,4,,0,34,1197,3,1,513,1.820225426431555,7
7773,4,,0,34,1196,3,1,335,0.01297592038663686,7
1631,4,,0,34,394,3,1,268,0.0026416254469548302,7
7759,4,,0,34,725,3,1,341,0.255,7
7721,4,,0,34,245,3,1,313,0.3722748815165877,7
5717,4,,0,34,245,3,1,303,1.786919431279621,7
5807,4,,0,34,245,3,1,333,2.6803791469194316,7
8271,4,,0,34,245,3,1,316,0.8934597156398105,7
7861,4,,0,34,245,3,1,296,0.3722748815165877,7
5432,4,,0,34,245,3,1,374,1.786919431279621,7
3413,4,,0,34,242,3,1,237,0.10146654445462877,7
8359,4,,0,34,1478,3,1,266,0.1890507152145644,7
7786,4,,0,34,1478,3,1,247,0.44111833550065027,7
8279,4,,0,34,1478,3,1,321,0.12603381014304293,7
8286,4,,0,34,1479,3,1,292,0.06702072538860104,7
7473,4,,0,34,916,3,1,249,0.10512516195012464,7
7866,4,,0,34,50,3,1,366,0.6639604398848624,7
5872,4,,0,34,50,3,1,321,0.13279208797697248,7
5871,4,,0,34,50,3,1,335,0.29878219794818806,7
2050,4,,0,34,50,3,1,346,0.13279208797697248,7
8598,4,,0,34,50,3,1,272,0.11287327478042661,7
5793,4,,0,34,50,3,1,479,1.3279208797697248,7
7799,4,,0,34,50,3,1,880,3.5,7
8274,4,,0,34,49,3,1,424,0.4867667508310355,7
8273,4,,0,34,49,3,1,618,0.8700955671104759,7
5810,4,,0,34,49,3,1,327,0.12169168770775887,7
8922,4,,0,34,49,3,1,541,0.8944339046520277,7
8275,4,,0,34,49,3,1,600,0.8700955671104759,7
8924,4,,0,34,49,3,1,239,0.006084584385387943,7
3813,4,,0,34,657,3,1,291,2.318463252260198,7
3815,4,,0,34,657,3,1,307,2.753175112058985,7
3814,4,,0,34,657,3,1,282,0.07245197663313119,7
2222,4,,0,34,657,3,1,274,2.318463252260198,7
5887,4,,0,34,657,3,1,332,1.8112994158282798,7
5886,4,,0,34,657,3,1,276,1.0143276728638366,7
5885,4,,0,34,657,3,1,292,2.318463252260198,7
7796,4,,0,34,882,3,1,270,3.2360248447204976,7
5586,4,,0,34,882,3,1,251,1.9416149068322985,7
2223,4,,0,34,924,3,1,319,0.4375695134061566,7
4217,4,,0,34,924,3,1,280,2.0419910625620643,7
3039,4,,0,34,886,3,1,247,0.17936531067828096,7
7775,4,,0,34,950,3,1,291,0.818904958492704,7
7795,4,,0,34,950,3,1,297,0.818904958492704,7
5811,4,,0,34,928,3,1,414,7.662544164301477,7
2823,4,,0,34,933,3,1,285,0.1492716239922353,7
8387,4,,0,34,323,3,1,241,0.5651222104144527,7
8645,4,,0,34,323,3,1,317,0.6593092454835281,7
8651,4,,0,34,323,3,1,240,0.5651222104144527,7
7793,4,,0,34,323,3,1,315,0.6593092454835281,7
4400,4,,0,34,367,3,1,292,3.6665875370919867,7
7812,4,,0,34,367,3,1,362,3.7538872403560815,7
5542,4,,0,34,367,3,1,286,4.103086053412461,7
5548,4,,0,34,367,3,1,322,4.103086053412461,7
5884,4,,0,34,367,3,1,280,0.08729970326409492,7
7810,4,,0,34,367,3,1,352,2.269792284866468,7
3407,4,,0,34,367,3,1,376,4.80148367952522,7
3411,4,,0,34,367,3,1,280,2.095192878338278,7
5547,4,,0,34,367,3,1,287,1.8332937685459934,7
7811,4,,0,34,367,3,1,290,3.7538872403560815,7
4218,4,,0,34,367,3,1,318,2.5316913946587527,7
3410,4,,0,34,367,3,1,315,4.103086053412461,7
5541,4,,0,34,367,3,1,315,3.7538872403560815,7
7808,4,,0,34,367,3,1,344,3.841186943620176,7
7809,4,,0,34,367,3,1,371,4.103086053412461,7
5544,4,,0,34,367,3,1,322,3.9284866468842714,7
3409,4,,0,34,367,3,1,289,0.3491988130563797,7
7807,4,,0,34,367,3,1,369,3.841186943620176,7
3412,4,,0,34,367,3,1,293,0.08729970326409492,7
5543,4,,0,34,367,3,1,307,3.7538872403560815,7
2221,4,,0,34,367,3,1,298,0.08729970326409492,7
3408,4,,0,34,367,3,1,311,5.1506824925816,7
7760,4,,0,34,328,3,1,256,0.8601719197707737,7
2218,4,,0,34,328,3,1,344,0.8601719197707737,7
2220,4,,0,34,328,3,1,314,0.43008595988538684,7
2219,4,,0,34,328,3,1,302,0.43008595988538684,7
5545,4,,0,34,367,3,1,378,6.8,7
5546,4,,0,34,367,3,1,419,7.420000000000001,7
7774,4,,0,34,332,3,1,326,0.8432178404938893,7
5554,4,,0,34,332,3,1,319,0.766561673176263,7
7761,4,,0,34,548,3,1,281,1.481581569115816,7
8278,4,,0,34,573,3,1,328,0.3561290073464699,7
7794,4,,0,34,568,3,1,316,4.295748739978287,7
8238,4,,0,34,568,3,1,403,8.591497479956574,7
3038,4,,0,34,554,3,1,323,1.0022947022242792,7
4216,4,,0,34,554,3,1,361,6.1808173303830545,7
3037,4,,0,34,554,3,1,367,3.173933223710217,7
3810,4,,0,34,556,3,1,301,3.7958691335487544,7
3811,4,,0,34,556,3,1,317,1.485340095736469,7
8505,4,,0,34,574,3,1,316,4.9352636861026475,7
7787,4,,0,34,911,3,1,299,0.057230709780703576,7
7804,4,,0,34,113,3,1,372,4.5195332995821484,7
4757,4,,0,34,113,3,1,289,0.9039066599164297,7
